path_hash	rel_path	input_path	output_path
f7534870ea13b1941189b71b48bd799b	m54329U_200826_013039.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG01352/m54329U_200826_013039.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG01352/m54329U_200826_013039.ccs.fastq.gz
a8d3d5a2e8e052a11ac246a58347d76f	m54329U_200824_191532.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG01352/m54329U_200824_191532.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG01352/m54329U_200824_191532.ccs.fastq.gz
00907214c9583044522287bf37073260	m54329U_210320_235902.hifi_reads.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG01352/m54329U_210320_235902.hifi_reads.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG01352/m54329U_210320_235902.hifi_reads.fastq.gz
6e937c210387ba32fbfc4db9437a3267	m54329U_210430_224654.hifi_reads.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m54329U_210430_224654.hifi_reads.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m54329U_210430_224654.hifi_reads.fastq.gz
3d0deb33cc9b18500ea193a8b04c3121	m64076_200818_185305.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m64076_200818_185305.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m64076_200818_185305.ccs.fastq.gz
f54b13040e075a877c977cc71d74b00f	m64076_200821_215706.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m64076_200821_215706.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m64076_200821_215706.ccs.fastq.gz
153785683aae01e785edfa59ab965816	m54329U_210505_001822.hifi_reads.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m54329U_210505_001822.hifi_reads.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m54329U_210505_001822.hifi_reads.fastq.gz
9957c9ee794da71df1eb5ee3d2868c65	m64076_200823_041159.ccs.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m64076_200823_041159.ccs.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m64076_200823_041159.ccs.fastq.gz
3c9418e89eef9ecaacf49440dd4262eb	m54329U_210426_220943.hifi_reads.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02554/m54329U_210426_220943.hifi_reads.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02554/m54329U_210426_220943.hifi_reads.fastq.gz
6fa91d08e155797f644acfe78e2d19ad	m54329U_210424_234256.hifi_reads.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02554/m54329U_210424_234256.hifi_reads.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02554/m54329U_210424_234256.hifi_reads.fastq.gz
6e626325f81c4c4fa1bca9ec6c49a920	m54329U_210429_102104.hifi_reads.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02554/m54329U_210429_102104.hifi_reads.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02554/m54329U_210429_102104.hifi_reads.fastq.gz
12541dad2abe36dc45ebe1bc9b693082	m54329U_210428_040858.hifi_reads.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02554/m54329U_210428_040858.hifi_reads.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02554/m54329U_210428_040858.hifi_reads.fastq.gz
30536912151b85c8be70ce04d4823311	m64076_210412_082528.hifi_reads.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m64076_210412_082528.hifi_reads.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m64076_210412_082528.hifi_reads.fastq.gz
96051d6952064de1af0616cd0e485bd7	m64076_210405_202313.hifi_reads.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m64076_210405_202313.hifi_reads.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m64076_210405_202313.hifi_reads.fastq.gz
386886c1a185ca807833d61851564c84	m64076_210408_003515.hifi_reads.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m64076_210408_003515.hifi_reads.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m64076_210408_003515.hifi_reads.fastq.gz
3411faccd30f5a653bd4e75bfeb88afc	m54329U_210411_022852.hifi_reads.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m54329U_210411_022852.hifi_reads.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m54329U_210411_022852.hifi_reads.fastq.gz
4114678a197c99582bc30605193252d7	m64076_210411_021355.hifi_reads.fastq.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m64076_210411_021355.hifi_reads.bam	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m64076_210411_021355.hifi_reads.fastq.gz
